2 220 367.71058889641427 s
3 220 257.29981326672714 s
4 220 247.37190065998584 s
5 220 200.29828503308818 s
6 220 142.68833793548401 s
7 220 123.02048208704218 s
8 220 111.81308981601615 s
9 220 103.25332847214304 s
10 220 103.1300578720402 s
11 220 81.83926250308286 s
12 220 77.63365443015937 s
13 220 74.41757989733014 s
14 220 71.55620377254672 s
15 220 69.1033099675551 s
16 220 64.87356441281736 s
17 220 61.16348656837363 s
18 220 57.78966410364956 s
19 220 54.839039974147454 s
20 220 52.05989501345903 s
